accept,suggested_website,id,name,operator,calc_postcode_district,calc_postcode_area,addr_housenumber,addr_street,addr_city,confidence,notes,,
1,https://www.roseandcrownclapham.com/,node/248921520,The Rose and Crown,,SW4,SW,2,The Polygon,London,0.95,"openai:The URL is the official website for The Rose and Crown at 2 The Polygon, London SW4, matching the exact address and showing contact details, indicating it is the pub's own site rather than an aggregator.;loc_ok=district+address",,
1,https://princeofteck.co.uk/,way/835849598,Prince of Teck,,SW5,SW,161,Earl's Court Road,London,0.9,"openai:The URL is the official website for the Prince of Teck pub at 161 Earl's Court Road, London, matching the address and name exactly, with a high relevance score and descriptive title indicating it is the pub's own site.;loc_ok=district+address",,
1,https://www.cocktavern.co.uk/,way/150574019,Cock Tavern,Young's,SW6,SW,360,North End Road,London,0.95,"openai:The URL is the official website for Cock Tavern, operated by Young's, matching the pub name and operator. It is ranked highest and clearly dedicated to the pub in Fulham, London, despite no explicit postcode in snippet, the name and operator match perfectly. Other candidates are either directories or aggregators.;loc_ok=district+address",,
1,https://www.dukeonthegreen.co.uk/,way/1211008216,Duke on the Green,,SW6,SW,235,New King's Road,London,0.95,"openai:The URL is the official website for The Duke on the Green pub in Parsons Green, London, matching the pub name and address (235 New King's Road, SW6). Other candidates are either subpages of this site or unrelated aggregators.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/parsons-green-club-fulham-london-sw6-98505/,0d32922c-f940-4d7a-870a-35717c250a6e,Parsons Green Sports & Social Club,Independent,SW6,SW,,,,0.9,"openai:The URL is a dedicated page for Parsons Green Sports & Social Club in Fulham, SW6, matching the district and coordinates closely. It is not a social network or aggregator but a local pub directory with detailed info, making it the best match.;loc_ok=near_coords",,
1,https://www.theatlaspub.co.uk/,node/364655406,The Atlas,,SW6,SW,16,Seagrave Road,London,0.9,"openai:The URL theatlaspub.co.uk matches the pub name and address (16 Seagrave Road, SW6) exactly and appears to be the official site. It is not a social network or aggregator and has relevant contact details and description matching the location.;loc_ok=district+address",,
1,https://www.craftunionpubs.com/bedford-arms-fulham,way/1210875022,The Bedford Arms,,SW6,SW,204,Dawes Road,London,0.95,"openai:The URL is the official site of Craft Union pubs, mentions the exact address 204 Dawes Road, Fulham, London SW6, matching the pub's location and name exactly.;loc_ok=district+address",,
1,https://www.thecrabtreew6.co.uk/,way/641951206,The Crabtree,,SW6,SW,,Rainville Road,London,0.95,"openai:The URL matches the pub name and location (Rainville Road, W6, London) with strong geographic evidence and is clearly the official site, unlike aggregators or general listings.;loc_ok=near_coords",,
0,https://www.hungrybritish.com/london/durell-arms-fulham/,node/377720122,The Durrell Arms,,SW6,SW,,,,0.9,"openai:The URL clearly identifies the pub by name and location (Fulham, SW6), matches the district and is close to the given coordinates. It is not a social network or aggregator but a local pub review site with specific address details.;loc_ok=near_coords",,
1,https://butcombe.com/the-fulham-arms-london/,way/911213761,The Fulham Arms,,SW6,SW,"135, 137",Stephendale Road,London,0.9,"openai:URL is from the operator Butcombe, matches the exact address 135-137 Stephendale Road, London SW6, and is explicitly about The Fulham Arms pub at that location.;loc_ok=address_tokens",,
0,https://getonbloc.com/nearby/listing/the-fulham-mitre/,way/146549714,The Fulham Mitre,,SW6,SW,,,London,0.85,"openai:This candidate has a high page evidence score and a geo bonus indicating location relevance to Fulham SW6, matching the pub's location closely. It is not a social network or aggregator but a local listing with detailed info.;loc_ok=near_coords",,
1,https://www.theprincelondon.com/,way/144670484,The Prince,Taylor Walker,SW6,SW,14,Lillie Road,London,0.95,"openai:The URL https://www.theprincelondon.com/ is the official website of The Prince pub in London, matching the name and location. Other candidates reference this site as the official website, and it is not an aggregator or social network.;loc_ok=district+address",,
1,https://therosefulham.co.uk/,way/836216417,The Rose,,SW6,SW,1,Harwood Terrace,London,1,"openai:The URL matches the pub name and exact address 1 Harwood Terrace, Fulham, SW6, with strong geo evidence and relevant page content indicating it is the official site.;loc_ok=near_coords",,
1,https://www.watersideimperialwharf.co.uk/,node/20973316,The Waterside,,SW6,SW,,The Boulevard,London,0.9,"openai:The URL and page title explicitly mention 'Imperial Wharf' and 'The Waterside' with a description matching a riverside pub, consistent with the pub's address on The Boulevard in SW6 London. This is a strong geographic and name match, better than other candidates which are either generic, unrelated, or aggregators.;loc_ok=district+address",,
1,https://wolfpackbars.com/fulham-bar/,node/364655175,Wolfpack,,SW6,SW,17,Vanston Place,London,0.95,"openai:The URL matches the pub name 'Wolfpack' and the page explicitly mentions the exact address '17 Vanston Place Fulham SW6 1AY', which matches the given pub location.;loc_ok=district+address",,
1,https://www.angleseaarms.com/,way/121083434,Anglesea Arms,,SW7,SW,15,Selwood Terrace,London,0.95,"openai:The domain angleseaarms.com matches the pub name exactly and the pages mention the correct address 15 Selwood Terrace, South Kensington, London SW7, matching the given location and coordinates closely. This is clearly the official website for the Anglesea Arms pub.;loc_ok=near_coords",,
0,https://www.pubology.co.uk/pubs/4204.html,way/803764529,Mawbey Arms,,SW8,SW,7,Mawbey Street,London,0.9,"openai:The URL matches the pub name and exact address 7 Mawbey Street, SW8, with strong geo evidence and detailed pub info; it is not a social network or aggregator but a dedicated pub site.;loc_ok=near_coords",,
1,https://www.nineelmstavern.co.uk/,node/4975270291,Nine Elms Tavern,,SW8,SW,3,Riverlight Quay,London,0.95,"openai:The URL matches the pub name exactly and is confirmed by multiple pages on the same domain. The site is clearly dedicated to the Nine Elms Tavern in London, and the snippet mentions proximity to Battersea Power Station and Nine Elms underground station, consistent with the given location. Other candidates are either aggregator sites or less directly relevant.;loc_ok=address_tokens",,
0,https://www.folkandhoney.co.uk/london/the-cavendish-arms-v1547/,node/261348576,The Cavendish Arms,,SW8,SW,128,Hartington Road,London,0.9,"openai:The URL explicitly mentions the pub name and exact address 128 Hartington Road, London SW8, matching the pub's location closely. It is not an aggregator or social network but a site focused on folk music venues, likely the pub's own or a dedicated page.;loc_ok=district+address",,
1,https://dukeofedinburghpub.com/,way/503405904,The Duke of Edinburgh,,SW9,SW,204,Ferndale Road,London,0.95,"openai:The URL dukeofedinburghpub.com matches the pub name exactly and is confirmed by multiple candidate pages mentioning the exact address 204 Ferndale Road SW9, which matches the given pub location in London. It is clearly the official site for this specific pub.;loc_ok=near_coords",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=368,node/132960560,The Phoenix,,SW9,SW,348,Clapham Road,,0.9,"openai:The URL clearly identifies the pub by name and exact address 348 Clapham Road SW9 9AR matching the given location, with strong geo evidence and a dedicated page likely representing the pub itself rather than an aggregator or unrelated site.;loc_ok=near_coords",,
1,https://www.trinityarms.co.uk/,way/1006213538,Trinity Arms,,SW9,SW,45,Trinity Gardens,London,1,"openai:The URL matches the pub name and address exactly (45 Trinity Gardens, Brixton, London SW9), and is confirmed by multiple sources including Londonist. It is the official site, not an aggregator or social network.;loc_ok=district+address",,
1,https://www.theeagleladbroke.com/,way/775919714,The Eagle,,W10,W,250,Ladbroke Grove,London,0.9,"openai:The URL is the official website for The Eagle at Ladbroke Grove, matching the pub's name and address closely. Other candidates are review or venue listing sites, not the official site.;loc_ok=address_tokens",,
1,https://theknightofnottinghill.com/,node/446882529,The Knight of Notting Hill,,W10,W,139,Lancaster Road,London,0.9,"openai:The URL is the pub's exact name as domain, with a high relevance score and page content indicating it is the official site. No postcode given to confirm, but this is the best match and not an aggregator or social network.;loc_ok=district+address",,
0,https://mapstr.com/place/C84KwnzYeo/archer-street-notting-hill-london-bar-cocktails-danse-live_music-ambiance,5b79398e-8173-4a5e-bc4d-8a22fe7a8cef,Archer Street,Independent,W11,W,,,,0.9,"openai:This candidate mentions the W11 postcode area and the Notting Hill location matching the pub's district and coordinates closely, indicating it is the correct Archer Street pub in W11. The top-ranked sites are for a different Archer Street in Soho (W1D), which does not match the given location.;loc_ok=near_coords",,
1,https://earloflonsdale.co.uk/,way/357280502,Earl of Lonsdale,Samuel Smiths,W11,W,277-281,Westbourne Grove,London,0.95,"openai:The URL earloflonsdale.co.uk matches the pub name exactly and the page snippet includes the full address 277-281 Westbourne Grove, London W11, confirming it is the correct location. It also mentions Samuel Smiths as operator, matching the pub data.;loc_ok=district+address",,
1,https://thelockandlantern.co.uk/,way/436849635,The Lock and Lantern,,W11,W,60,Great Western Road,London,1,"openai:The URL matches the pub name exactly, includes the full address 60 Great Western Road London W11, and is clearly the official site with contact details and hours.;loc_ok=near_coords",,
1,https://thepelicanw11.com/,node/2151137768,The Pelican,Allsopp's,W11,W,45,All Saints Road,London,1,"openai:The URL thepelicanw11.com matches the pub name and address exactly (45 All Saints Road, W11), with strong geographic evidence and is clearly the pub's own website.;loc_ok=near_coords",,
1,https://www.stewartarmsnottinghill.co.uk/,way/790740459,The Stewart Arms,,W11,W,26,Norland Road,London,0.9,"openai:The URL explicitly matches the pub name and address (26 Norland Road, Notting Hill, London, W11), strongly indicating it is the official website for this specific Stewart Arms pub.;loc_ok=district+address",,
1,https://www.walmercastle-nottinghill.co.uk/,way/362240472,Walmer Castle,,W11,W,58,Ledbury Road,London,0.95,"openai:The URL matches the pub name and address exactly (58 Ledbury Road, Notting Hill, London W11), indicating it is the official website for this specific Walmer Castle pub.;loc_ok=district+address",,
1,https://www.barrelandstone.co.uk/pub/the-pocket-watch-pub-shepherds-bush/,node/402386714,Pocket Watch,,W12,W,434,Uxbridge Road,London,0.9,"openai:This URL is from Barrel & Stone, a known pub operator, and the page specifically mentions The Pocket Watch pub in Shepherds Bush with the correct address context. It is not an aggregator or social network and has a good relevance score.;loc_ok=district+address",,
0,https://www.beerintheevening.com/pubs/s/15/15257/Shepherd_and_Flock/Shepherds_Bush,node/425362689,The Shepherd and Flock,,W12,W,84,Goldhawk Road,,0.9,"openai:The URL clearly identifies the pub by name and location with exact address 84 Goldhawk Road, W12, matching the pub's address and name, indicating it is a dedicated pub detail page rather than a general listing or aggregator.;loc_ok=district+address",,
0,https://www.inwestealing.co.uk/find-a-business/black-george/,node/8427001121,Black George,,W13,W,181,Uxbridge Road,London,0.9,"openai:The URL clearly references the Black George pub at 181 Uxbridge Road, London W13 9AA, matching the address and postcode area exactly, with strong page evidence and geo bonus.;loc_ok=near_coords",,
0,https://www.useyourlocal.com/pubs/players-wine-bar-london-w13-14851/,node/8714409426,Players,,W13,W,184,Northfield Avenue,London,0.9,"openai:The URL clearly matches the pub name and address (184 Northfield Avenue, London W13), with strong geo evidence and detailed page info, making it the best match over other aggregator sites.;loc_ok=near_coords",,
0,https://www.trustinns.co.uk/pub/ashbys-123-uxbridge-road-west-ealing-london-w13-9au/,node/249786782,Prince Arthur,,W13,W,123,Uxbridge Road,London,0.9,"heuristic:https://www.trustinns.co.uk/pub/ashbys-123-uxbridge-road-west-ealing-london-w13-9au/;ai_confirmed=The URL is a Trust Inns page specifically for the Prince Arthur pub at 123 Uxbridge Road, West Ealing, London W13 9AU, matching the pub name and address exactly.;loc_ok=district+address",,
1,https://www.lemonrock.com/leathersaddlewestealing,node/7179078030,The Leather Saddle,,W13,W,138,Broadway,London,0.9,"openai:The Lemonrock page explicitly matches the pub name and exact address 138 Broadway, West Ealing, London W13 0TL, strongly indicating it is the correct site for this pub.;loc_ok=near_coords",,
1,https://www.theoldhatealing.co.uk/,node/7179078032,The Old Hat,,W13,W,128,Broadway,London,0.9,"openai:This URL is the official-sounding domain for The Old Hat in Ealing, matching the pub name and location exactly, unlike other aggregator or review sites. It has a dedicated domain and relevant content indicating it is the pub's own website.;loc_ok=address_tokens",,
0,https://www.beerguideldn.com/pubs.php?IDKEY=267,node/8707334318,The Owl and the Pussycat,,W13,W,106,Northfield Avenue,London,0.9,"openai:The URL explicitly mentions the pub name and exact address 106 Northfield Avenue, London W13 9RT matching the given pub location, indicating it is a dedicated page for this pub.;loc_ok=near_coords",,
1,https://www.thecurtainsup.co.uk/,way/151542785,Curtains Up,,W14,W,28a,Comeragh Road,London,0.95,"openai:The URL matches the pub name exactly and the page snippet includes the exact address 28a Comeragh Road, London W14 9HR, which matches the given pub location. It appears to be the official website.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/2549.html,way/151524248,Famous 3 Kings,,W14,W,171,North End Road,London,0.9,"openai:The Pubology page explicitly lists the full address 171 North End Road, W14 9NL matching the pub location and has a high page evidence and geo bonus score, indicating strong relevance and accurate location match.;loc_ok=near_coords",,
0,"https://london.randomness.org.uk/wiki.cgi?Colton_Arms,_W14_9SD",node/312668636,The Colton Arms,,W14,W,,,,0.9,openai:The URL is a dedicated page about The Colton Arms with the exact W14 postcode area matching the pub's district and has strong geographic relevance and detailed description.,loc_ok=near_coords,
1,https://theelmfulham.co.uk/,way/147338881,The Elm,,W14,W,206,North End Road,London,0.9,"openai:This URL is the official-sounding domain for The Elm in Fulham, London, and the page snippet explicitly mentions the exact address 206 North End Rd, Fulham, London, W14 9NX matching the pub's address, indicating it is the pub's own website.;loc_ok=district+address",,
0,https://dogfuriendly.com/eat-and-drink/the-keep-of-brook-green/,way/225552211,The Keep of Brook Green,,W14,W,43,Blythe Road,London,0.8,"openai:The URL explicitly names the pub and includes the exact address 43 Blythe Road, London W14 matching the pub's location. It is not a social network or aggregator but a site focused on dog-friendly venues, likely a direct or semi-official listing.;loc_ok=district+address",,
0,https://www.inapub.co.uk/venues/the-old-oak/london/w149nx/61356,way/147338883,The Old Oak,,W14,W,180,North End Road,London,0.8,"openai:The inapub.co.uk page explicitly matches the pub name and full address including postcode W14 9NX and 180 North End Road, with a strong geo match and detailed pub info, making it the best candidate despite not being the official site.;loc_ok=near_coords",,
0,https://pubwiki.co.uk/LondonPubs///Hammersmith/RichmondHotel.shtml,node/266819667,The Richmond,,W14,W,55,Shepherds Bush Road,,0.9,"openai:The URL page explicitly mentions the exact address '55 Shepherds Bush Road' and the pub name 'Richmond Hotel' matching the given pub location, providing strong evidence it is the correct site.;loc_ok=district+address",,
0,https://www.barcrawl.co.uk/pubreview.aspx?PubID=10728,node/312669400,The Seven Stars,,W14,W,,,,0.9,"openai:The URL mentions the exact address 253 North End Rd, W14 9NS matching the district W14 and is a dedicated pub review site, making it the best match for this Seven Stars pub.;loc_ok=near_coords",,
1,https://www.cahoots.co.uk/ticket-hall/,way/582746347,Cahoots,,W1B,W,5,Kingly Street,London,0.9,"heuristic:https://www.cahoots.co.uk/ticket-hall/;ai_confirmed=The URL is a subpage of the official Cahoots website (cahoots.co.uk) and the excerpt references 'Cahoots Ticket Hall – 1940s Pub & Terrace', matching the pub name and location in London.;loc_ok=address_tokens",,
1,https://www.the-wigmore.co.uk/,node/5513818707,The Wigmore,,W1B,W,15,Langham Place,London,0.95,"openai:The URL is the official website for The Wigmore pub at 15 Langham Place, London, matching the address and name exactly. Other candidates are booking or directory sites referencing this official site.;loc_ok=address_tokens",,
0,https://directory.thetottenhamindependent.co.uk/company/1501046948442112,way/249211268,The Woodstock,,W1C,W,,,London,0.9,"openai:This URL explicitly matches the pub name and exact address (11 Woodstock Street, Mayfair, London, W1C 2AE) close to the given coordinates and district, indicating it is the correct website for The Woodstock pub in London W1C.;loc_ok=near_coords",,
1,https://thedukeofargyll.co.uk/,node/12988179262,Duke of Argyll,Samuel Smith,W1D,W,37,Brewer Street,London,0.9,"openai:This URL is a dedicated domain for The Duke of Argyll at 37 Brewer Street, London, matching the pub's address and name closely, indicating it is likely the official website.;loc_ok=address_tokens",,
1,https://waxyslittlesister.co.uk/,node/348867089,Waxy's Little Sister,,W1D,W,20,Wardour Street,London,0.95,"openai:The URL waxyslittlesister.co.uk matches the pub name exactly and the page snippet includes the exact address 20 Wardour St, London W1D 6QG, confirming it is the official site for this specific pub.;loc_ok=district+address",,
1,https://theglasshousestores.co.uk/,node/12988179261,Glasshouse Stores,,W1F,W,55,Brewer Street,London,0.9,"openai:This candidate URL explicitly mentions the full address '55 Brewer St London W1F 9UJ' matching the pub's address and district, indicating it is the official website. It also has the highest page evidence score (8.0) among candidates with address details.;loc_ok=district+address",,
1,https://www.urbanpubsandbars.com/venues/the-ganton-arms,node/12183990594,The Ganton Arms,,W1F,W,,Ganton Street,London,0.9,"openai:The URL is from a brand/operator site (thisissoho.co.uk) explicitly for The Ganton Arms at 18-20 Ganton Street, London W1F 7BU, matching the pub's address and district exactly. It is more authoritative than aggregator sites.;loc_ok=district+address",,
0,https://soho-london.co.uk/listing/old-coffee-house/,way/273631904,The Old Coffee House,,W1F,W,49,Beak Street,London,0.9,"openai:The URL clearly matches the pub name and address (49 Beak Street, Soho, London W1F), with strong page evidence and exact street match. It appears to be a dedicated listing likely representing the pub or its operator.;loc_ok=district+address",,
1,https://www.theshastonarms.co.uk/,way/272084523,The Shaston Arms,Hall & Woodhouse,W1F,W,4-6,Ganton Street,London,0.95,"openai:The URL is the official website of The Shaston Arms pub in Soho, London, matching the name and location closely. It is not an aggregator or social network and has the highest page evidence score.;loc_ok=district+address",,
0,https://www.standupcomedynights.co.uk/our-shows/the-kings-head-marylebone/,way/149052141,The King's Head,,W1G,W,13,Westmoreland Street,London,0.9,"openai:URL explicitly mentions the pub name and exact address 13 Westmoreland St, London W1G, matching the given pub location and name, indicating it is the correct venue's site or main event page.;loc_ok=district+address",,
0,https://form.jotform.com/211154428207347,node/298220963,Duke of York,,W1H,W,45,Harrowby Street,London,0.9,"openai:The URL explicitly mentions the pub name and exact address 45 Harrowby Street, London W1H, matching the pub's location and name, indicating it is likely the official or dedicated booking site.;loc_ok=near_coords",,
0,https://www.cubitthouse.co.uk/the-grazing-goat-boutique-hotel-marylebone/,node/6351723681,The Grazing Goat,,W1H,W,6,New Quebec Street,London,0.9,"openai:The URL clearly references The Grazing Goat pub and boutique hotel on New Quebec Street, London, matching the address and location details given. It appears to be the official or operator site rather than an aggregator or social network.;loc_ok=address_tokens",,
0,"https://london.randomness.org.uk/wiki.cgi?Thornbury_Castle,_W1H_1DN",way/202339357,Thornbury Castle,,W1H,W,29a,Enford Street,London,0.9,"openai:The URL explicitly mentions the exact address 29a Enford Street and postcode W1H 1DN matching the pub's location, with high page evidence and geo bonus scores, indicating a strong match to the specific Thornbury Castle pub in London.;loc_ok=near_coords",,
1,https://www.thechesterfieldarms.com/,4c3dbf2a-3d87-461b-8e47-b1f507cced94,Chesterfield Arms,Metropolitan Pub Company,W1J,W,,,,1,"openai:The top candidate is the official website of The Chesterfield Arms in Mayfair, with strong geographic relevance (W1J district, close coordinates) and multiple pages confirming the location and pub details.;loc_ok=near_coords",,
1,https://www.thefootmanmayfair.com/,3e51487c-ef26-4ce0-b431-bd1e6d7c6ed3,Footman,Independent,W1J,W,,,,0.95,"openai:The URL is the official website of The Footman pub in Mayfair, matches the district W1J and coordinates closely, and has strong page evidence and geo bonus scores.;loc_ok=near_coords",,
1,https://butcombe.com/the-punchbowl-pub-mayfair/,way/237795434,The Punch Bowl,,W1J,W,41,Farm Street,London,0.9,"openai:The URL is the official site of Butcombe Brewing Co. featuring The Punch Bowl on Farm Street, Mayfair, London, matching the pub's address and name exactly.;loc_ok=address_tokens",,
1,https://theaudleypublichouse.com/,455c549c-34dc-4b5a-b895-d87943f2d871,Audley,Artfarm (Iwan & Manuela Wirth) / Hauser & Wirth,W1K,W,,,,0.95,"openai:The top-ranked candidate is the official website of The Audley Public House in Mayfair, matching the district W1K and coordinates closely. It is clearly branded as the pub's own site, not an aggregator or social network.;loc_ok=near_coords",,
1,https://www.cubitthouse.co.uk/the-barley-mow-mayfair/,node/462025244,Barley Mow,,W1K,W,82,Duke Street,London,0.9,"openai:The URL is from Cubitt House, which operates The Barley Mow in Mayfair at 82 Duke Street, matching the pub's address and district W1K. It is clearly the operator's site for this specific pub, unlike other aggregator or listing sites.;loc_ok=address_tokens",,
1,https://theaudleypublichouse.com/,way/342206350,The Audley Public House,,W1K,W,41-43,Mount Street,London,0.95,"openai:The URL is the official website for The Audley Public House, explicitly mentions the location at Mayfair's South Audley Street and Mount Street, matching the pub's address 41-43 Mount Street, London W1K. It is not an aggregator or social network.;loc_ok=near_coords",,
1,https://www.thechaptercollection.co.uk/bonds-mayfair,way/249211261,Bonds,,W1S,W,11-16,Dering Street,London,0.95,"openai:The Chapter Collection site clearly matches the pub name Bonds at 11-16 Dering Street, Mayfair, London, with a strong geo match and detailed pub description, indicating it is the official or operator site.;loc_ok=near_coords",,
0,https://www.mcmullens.co.uk/local-pub/duke-of-york/,way/98535850,Duke of York,,W1T,W,47,Rathbone Street,London,0.9,"openai:This is the official site of McMullen, a known pub operator, with a dedicated page for the Duke of York in Fitzrovia, London. It matches the pub name and location well and is not an aggregator or social network.;loc_ok=district+address",,
1,https://www.bellepubsandrestaurants.co.uk/fitzroviabelle,way/750447445,Fitzrovia Belle,,W1T,W,174,Tottenham Court Road,London,0.95,"openai:The URL is a dedicated page for Fitzrovia Belle on the Belle Pubs & Restaurants site, matches the pub name and address (174 Tottenham Court Road), and has the highest combined page evidence score and relevant snippet details.;loc_ok=address_tokens",,
1,https://fitzroytavern.co.uk/,way/138339524,Fitzroy Tavern,,W1T,W,16,Charlotte Street,London,1,"openai:The URL fits the pub name exactly and the page mentions the exact address 16 Charlotte Street, London W1T 2LY matching the given address and district, indicating it is the official site.;loc_ok=district+address",,
1,https://www.theonetun.co.uk/,way/118806519,The One Tun,Young's,W1T,W,58-60,Goodge Street,London,1,"openai:The URL is the official website of The One Tun on Goodge Street, London, matching the pub's address and operator Young's, with clear location and branding evidence.;loc_ok=district+address",,
1,https://www.thequeencharlotte.co.uk/,way/98535852,The Queen Charlotte,BrewDog,W1T,W,43,Goodge Street,London,0.95,"openai:The URL is the official independent website for The Queen Charlotte at 43 Goodge Street, matching the pub's address and name exactly, with strong page evidence and geo bonus.;loc_ok=near_coords",,
1,https://angelinthefields.site/,way/148893860,Angel In The Fields,Samuel Smith,W1U,W,37,Thayer Street,London,0.95,"openai:The URL is a dedicated site for Angel In The Fields at 37 Thayer Street, London, matching the pub's exact address and operator Samuel Smith, indicating it is the official or primary website.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/3589.html,way/134708045,Golden Eagle,,W1U,W,59,Marylebone Lane,London,0.9,"openai:The URL matches the exact address 59 Marylebone Lane with postcode W1U 2NY and has strong geo evidence, indicating it is specifically about this pub.;loc_ok=near_coords",,
0,https://marylebone-london.uk/listing/the-barley-mow-marylebone-pub/,way/148011247,The Barley Mow,,W1U,W,8,Dorset Street,London,0.9,"openai:URL mentions Dorset Street and Marylebone, matching the pub's address; page snippet confirms Grade II listed free house on Dorset Street, strong location match.;loc_ok=district+address",,
0,https://www.useyourlocal.com/pubs/cock-and-lion-london-w1-12124/,way/134071472,The Cock and Lion,,W1U,W,62,Wigmore Street,London,0.9,"openai:The URL clearly identifies the pub by name and exact address 62 Wigmore Street, London W1U, matching the given pub data. It is not an aggregator or social network and has strong geo evidence.;loc_ok=near_coords",,
1,https://www.thehartw1.com/,way/235395299,The Hart,,W1U,W,56,Blandford Street,London,0.9,"openai:The URL https://www.thehartw1.com/ is the official site of The Hart pub at 56 Blandford Street, London W1U, matching the pub's address and name exactly. It is not an aggregator or social network and has strong page evidence.;loc_ok=address_tokens",,
0,https://www.pubology.co.uk/pubs/2869.html,way/345140316,Horse and Groom,Samuel Smith's Brewery,W1W,W,128,Great Portland Street,London,0.9,"openai:The URL clearly matches the pub's name and exact address (128 Great Portland Street, W1W 6PX) with strong geographic evidence and detailed pub info. It is not an aggregator or social network.;loc_ok=near_coords",,
1,https://www.kingsarmsw1.co.uk/,way/345696147,Kings Arms,,W1W,W,68,Great Titchfield Street,London,0.9,"openai:The URL explicitly matches the pub name and includes the exact address 68 Great Titchfield Street, London W1W mentioned on the page, confirming it is the correct Kings Arms pub website.;loc_ok=district+address",,
0,https://www.pubology.co.uk/pubs/5456.html,node/6185626255,Stag's Head,,W1W,W,102,New Cavendish Street,London,0.9,"openai:The URL clearly references the Stag's Head at 102 New Cavendish Street, W1W 6XW with strong geo evidence and detailed pub info, making it the best match. Pubwiki and randomness.org.uk are good but less authoritative; others are less relevant.;loc_ok=near_coords",,
1,https://cocktavern-london.co.uk/,way/244772127,The Cock Tavern,Samuel Smith,W1W,W,27,Great Portland Street,London,0.95,"openai:The URL cocktavern-london.co.uk matches the pub name and address exactly (27 Great Portland Street, London W1W 8QE), with strong evidence on the page including contact details and operator Samuel Smith. Other candidates are aggregators or less direct.;loc_ok=district+address",,
1,https://theshipw1.com/,way/659467810,The Ship,,W1W,W,134,New Cavendish Street,London,0.95,"openai:The URL theshipw1.com explicitly mentions the exact address 134 New Cavendish Street, Fitzrovia, London, W1W 6YB matching the pub's location and name, indicating it is the official website of The Ship pub at that address.;loc_ok=district+address",,
1,https://royalexchangepub.co.uk/,way/733941338,Royal Exchange,,W2,W,26,Sale Place,London,0.9,"openai:The URL is a dedicated domain matching the pub name and address exactly (26 Sale Place, London W2), with the highest page evidence score and no signs of being an aggregator or social network.;loc_ok=district+address",,
0,https://www.pubsgalore.co.uk/pubs/54693/,node/30585304,The Bayswater Arms,Taylor Walker,W2,W,,,,0.9,"openai:The URL is a dedicated pub listing for The Bayswater Arms in W2 with the correct address (99 Queensway, W2 4QH) and operator Taylor Walker, matching the pub's district and location coordinates.;loc_ok=near_coords",,
0,https://desdemoor.co.uk/leinster-arms-w2/,way/95307390,The Leinster Arms,,W2,W,17,Leinster Terrace,London,0.95,"openai:The URL page mentions the exact address 17 Leinster Terrace W2 3EU matching the pub's address and location, indicating it is about the correct Leinster Arms pub in London. It is not an aggregator or social network.;loc_ok=near_coords",,
0,https://www.barcrawl.co.uk/pubreview.aspx?PubID=7491,node/288353972,The Sheepwalk Tavern,,W3,W,,Market Place,London,0.9,"openai:The URL clearly identifies The Sheepwalk Tavern at 2 Market Place, Acton, W3 6QS, matching the pub's name and location closely with strong geo evidence.;loc_ok=near_coords",,
0,https://www.allinlondon.co.uk/clubs-bars/pubs/3233-the-talbot-inn,way/1044731268,The Talbot Inn,,W3,W,1,Mill Hill Road,London,0.9,"openai:The URL clearly matches the pub name and exact address 1 Mill Hill Road, Acton, London W3 8JB, matching the given location and name precisely, indicating it is the correct pub page.;loc_ok=near_coords",,
0,https://www.youractonbid.co.uk/business/the-windmill-pub/,node/288044066,The Windmill,,W3,W,50,High Street,London,0.8,"openai:This URL clearly mentions the exact address 50 High Street, London, W3 6LG matching the pub's location, indicating it is about the correct Windmill pub. It is not a social network or aggregator but a local business directory with detailed info.;loc_ok=district+address",,
1,https://www.thebollohouse.com/,node/255959341,The Bollo,,W4,W,,,,0.95,"openai:The Bollo House website matches the pub name and is located near Chiswick Park station in W4, consistent with the district and coordinates given. It is the official site with strong geo evidence.;loc_ok=near_coords",,
0,"https://london.randomness.org.uk/wiki.cgi?Lamb,_W4_4PH",way/205143239,The Lamb Brewery,,W4,W,,,,0.9,"openai:The URL is specifically about Lamb, W4 4PH, matching the district W4 and close coordinates. It mentions the pub's former and current names, indicating detailed local knowledge. Other URLs are either aggregators, photo sites, or less directly relevant.;loc_ok=near_coords",,
1,https://www.theswanchiswick.co.uk/,way/1136139752,The Swan,,W4,W,119,Acton Lane,London,0.95,"openai:The URL is the official website of The Swan at 119 Acton Lane, Chiswick, W4, matching the pub's address and name exactly with strong geo evidence.;loc_ok=near_coords",,
0,"https://london.randomness.org.uk/wiki.cgi?King%27s_Arms,_W5_5DX",node/923084994,King's Arms,,W5,W,55,The Grove,London,0.9,"openai:The URL explicitly mentions the pub's exact address (55 The Grove, W5 5DX) matching the given pub location, and the page snippet includes the pub's phone number and website thekingsarmsealing.com, indicating it is the pub's dedicated or closely related site.;loc_ok=near_coords",,
